Registration ID,Year,Month,County,Registration type,Engine type,Car registration count
6974,2015,October,Donegal,Used Imports,Non electric,314
6975,2015,November,Donegal,Used Imports,Non electric,248
6976,2015,December,Donegal,Used Imports,Non electric,170
6977,2015,February,Donegal,New Irish Registrations,Electric,1
6978,2015,May,Donegal,New Irish Registrations,Electric,1
6979,2015,July,Donegal,New Irish Registrations,Electric,2
6980,2015,July,Donegal,Used Imports,Electric,1
6981,2015,October,Donegal,Used Imports,Electric,1
6982,2015,January,Donegal,New Irish Registrations,Hybrid,15
6983,2015,February,Donegal,New Irish Registrations,Hybrid,2
6984,2015,March,Donegal,New Irish Registrations,Hybrid,3
6985,2015,April,Donegal,New Irish Registrations,Hybrid,4
6986,2015,May,Donegal,New Irish Registrations,Hybrid,1
6987,2015,July,Donegal,New Irish Registrations,Hybrid,16
6988,2015,August,Donegal,New Irish Registrations,Hybrid,2
6989,2015,October,Donegal,New Irish Registrations,Hybrid,1
6990,2015,December,Donegal,New Irish Registrations,Hybrid,1
6991,2015,February,Donegal,Used Imports,Hybrid,1
6992,2015,April,Donegal,Used Imports,Hybrid,1
6993,2015,May,Donegal,Used Imports,Hybrid,1
6994,2015,June,Donegal,Used Imports,Hybrid,2
6995,2015,September,Donegal,Used Imports,Hybrid,1
6996,2015,October,Donegal,Used Imports,Hybrid,1
6997,2015,November,Donegal,Used Imports,Hybrid,1
6998,2015,January,Monaghan,New Irish Registrations,Non electric,260
6999,2015,February,Monaghan,New Irish Registrations,Non electric,145
7000,2015,March,Monaghan,New Irish Registrations,Non electric,130
7001,2015,April,Monaghan,New Irish Registrations,Non electric,69
7002,2015,May,Monaghan,New Irish Registrations,Non electric,65
7003,2015,June,Monaghan,New Irish Registrations,Non electric,10
7004,2015,July,Monaghan,New Irish Registrations,Non electric,259
7005,2015,August,Monaghan,New Irish Registrations,Non electric,53
7006,2015,September,Monaghan,New Irish Registrations,Non electric,33
7007,2015,October,Monaghan,New Irish Registrations,Non electric,18
7008,2015,November,Monaghan,New Irish Registrations,Non electric,3
7009,2015,December,Monaghan,New Irish Registrations,Non electric,1
7010,2015,April,Monaghan,New Imports,Non electric,1
7011,2015,May,Monaghan,New Imports,Non electric,1
7012,2015,January,Monaghan,Used Imports,Non electric,118
7013,2015,February,Monaghan,Used Imports,Non electric,147
7014,2015,March,Monaghan,Used Imports,Non electric,150
7015,2015,April,Monaghan,Used Imports,Non electric,122
7016,2015,May,Monaghan,Used Imports,Non electric,116
7017,2015,June,Monaghan,Used Imports,Non electric,129
7018,2015,July,Monaghan,Used Imports,Non electric,117
7019,2015,August,Monaghan,Used Imports,Non electric,114
7020,2015,September,Monaghan,Used Imports,Non electric,105
7021,2015,October,Monaghan,Used Imports,Non electric,122
7022,2015,November,Monaghan,Used Imports,Non electric,103
7023,2015,December,Monaghan,Used Imports,Non electric,73
7024,2015,January,Monaghan,New Irish Registrations,Electric,1
7025,2015,February,Monaghan,New Irish Registrations,Electric,2
7026,2015,March,Monaghan,New Irish Registrations,Electric,1
7027,2015,April,Monaghan,New Irish Registrations,Electric,1
7028,2015,January,Monaghan,New Irish Registrations,Hybrid,1
7029,2015,February,Monaghan,New Irish Registrations,Hybrid,1
7030,2015,March,Monaghan,New Irish Registrations,Hybrid,1
7031,2015,April,Monaghan,New Irish Registrations,Hybrid,1
7032,2015,May,Monaghan,New Irish Registrations,Hybrid,2
7033,2015,July,Monaghan,New Irish Registrations,Hybrid,3
7034,2015,August,Monaghan,New Irish Registrations,Hybrid,2
7035,2015,October,Monaghan,New Irish Registrations,Hybrid,1
7036,2014,January,Galway,New Irish Registrations,Non electric,932
7037,2014,February,Galway,New Irish Registrations,Non electric,550
7038,2014,March,Galway,New Irish Registrations,Non electric,540
7039,2014,April,Galway,New Irish Registrations,Non electric,307
7040,2014,May,Galway,New Irish Registrations,Non electric,199
7041,2014,June,Galway,New Irish Registrations,Non electric,60
7042,2014,July,Galway,New Irish Registrations,Non electric,657
7043,2014,August,Galway,New Irish Registrations,Non electric,219
7044,2014,September,Galway,New Irish Registrations,Non electric,126
7045,2014,October,Galway,New Irish Registrations,Non electric,76
7046,2014,November,Galway,New Irish Registrations,Non electric,36
7047,2014,December,Galway,New Irish Registrations,Non electric,2
7048,2014,January,Galway,New Imports,Non electric,2
7049,2014,February,Galway,New Imports,Non electric,2
7050,2014,March,Galway,New Imports,Non electric,2
7051,2014,April,Galway,New Imports,Non electric,1
7052,2014,May,Galway,New Imports,Non electric,2
7053,2014,July,Galway,New Imports,Non electric,3
7054,2014,August,Galway,New Imports,Non electric,1
7055,2014,September,Galway,New Imports,Non electric,1
7056,2014,October,Galway,New Imports,Non electric,2
7057,2014,January,Galway,Used Imports,Non electric,326
7058,2014,February,Galway,Used Imports,Non electric,342
7059,2014,March,Galway,Used Imports,Non electric,371
7060,2014,April,Galway,Used Imports,Non electric,361
7061,2014,May,Galway,Used Imports,Non electric,360
7062,2014,June,Galway,Used Imports,Non electric,244
7063,2014,July,Galway,Used Imports,Non electric,300
7064,2014,August,Galway,Used Imports,Non electric,242
7065,2014,September,Galway,Used Imports,Non electric,300
7066,2014,October,Galway,Used Imports,Non electric,315
7067,2014,November,Galway,Used Imports,Non electric,279
7068,2014,December,Galway,Used Imports,Non electric,188
7069,2014,January,Galway,New Irish Registrations,Electric,2
7070,2014,February,Galway,New Irish Registrations,Electric,1
7071,2014,April,Galway,New Irish Registrations,Electric,1
7072,2014,June,Galway,New Irish Registrations,Electric,1
7073,2014,July,Galway,New Irish Registrations,Electric,3
7074,2014,August,Galway,New Irish Registrations,Electric,1
7075,2014,February,Galway,Used Imports,Electric,1
7076,2014,May,Galway,Used Imports,Electric,2
7077,2014,October,Galway,Used Imports,Electric,1
7078,2014,November,Galway,Used Imports,Electric,1
7079,2014,January,Galway,New Irish Registrations,Hybrid,15
7080,2014,February,Galway,New Irish Registrations,Hybrid,7
7081,2014,March,Galway,New Irish Registrations,Hybrid,9
7082,2014,April,Galway,New Irish Registrations,Hybrid,6
7083,2014,May,Galway,New Irish Registrations,Hybrid,1
7084,2014,July,Galway,New Irish Registrations,Hybrid,11
7085,2014,August,Galway,New Irish Registrations,Hybrid,6
7086,2014,September,Galway,New Irish Registrations,Hybrid,2
7087,2014,October,Galway,New Irish Registrations,Hybrid,2
7088,2014,July,Galway,New Imports,Hybrid,1
7089,2014,January,Galway,Used Imports,Hybrid,2
7090,2014,February,Galway,Used Imports,Hybrid,1
7091,2014,March,Galway,Used Imports,Hybrid,2
7092,2014,June,Galway,Used Imports,Hybrid,1
7093,2014,July,Galway,Used Imports,Hybrid,2
7094,2014,September,Galway,Used Imports,Hybrid,1
7095,2014,November,Galway,Used Imports,Hybrid,1
7096,2014,December,Galway,Used Imports,Hybrid,2
7097,2014,January,Leitrim,New Irish Registrations,Non electric,109
7098,2014,February,Leitrim,New Irish Registrations,Non electric,61
7099,2014,March,Leitrim,New Irish Registrations,Non electric,51
7100,2014,April,Leitrim,New Irish Registrations,Non electric,24
7101,2014,May,Leitrim,New Irish Registrations,Non electric,29
7102,2014,June,Leitrim,New Irish Registrations,Non electric,8
7103,2014,July,Leitrim,New Irish Registrations,Non electric,58
7104,2014,August,Leitrim,New Irish Registrations,Non electric,24
7105,2014,September,Leitrim,New Irish Registrations,Non electric,13
7106,2014,October,Leitrim,New Irish Registrations,Non electric,10
7107,2014,November,Leitrim,New Irish Registrations,Non electric,3
7108,2014,January,Leitrim,New Imports,Non electric,1
7109,2014,May,Leitrim,New Imports,Non electric,1
7110,2014,July,Leitrim,New Imports,Non electric,1
7111,2014,January,Leitrim,Used Imports,Non electric,47
7112,2014,February,Leitrim,Used Imports,Non electric,52
7113,2014,March,Leitrim,Used Imports,Non electric,62
7114,2014,April,Leitrim,Used Imports,Non electric,56
7115,2014,May,Leitrim,Used Imports,Non electric,56
7116,2014,June,Leitrim,Used Imports,Non electric,53
7117,2014,July,Leitrim,Used Imports,Non electric,44
7118,2014,August,Leitrim,Used Imports,Non electric,40
7119,2014,September,Leitrim,Used Imports,Non electric,48
7120,2014,October,Leitrim,Used Imports,Non electric,41
7121,2014,November,Leitrim,Used Imports,Non electric,34
7122,2014,December,Leitrim,Used Imports,Non electric,31
7123,2014,January,Leitrim,New Irish Registrations,Electric,1
7124,2014,January,Leitrim,New Irish Registrations,Hybrid,1
7125,2014,February,Leitrim,New Irish Registrations,Hybrid,2
7126,2014,July,Leitrim,New Irish Registrations,Hybrid,1
7127,2014,August,Leitrim,New Irish Registrations,Hybrid,1
7128,2014,January,Mayo,New Irish Registrations,Non electric,480
7129,2014,February,Mayo,New Irish Registrations,Non electric,230
7130,2014,March,Mayo,New Irish Registrations,Non electric,304
7131,2014,April,Mayo,New Irish Registrations,Non electric,156
7132,2014,May,Mayo,New Irish Registrations,Non electric,79
7133,2014,June,Mayo,New Irish Registrations,Non electric,28
7134,2014,July,Mayo,New Irish Registrations,Non electric,330
7135,2014,August,Mayo,New Irish Registrations,Non electric,89
7136,2014,September,Mayo,New Irish Registrations,Non electric,67
7137,2014,October,Mayo,New Irish Registrations,Non electric,38
7138,2014,November,Mayo,New Irish Registrations,Non electric,9
7139,2014,December,Mayo,New Irish Registrations,Non electric,1
7140,2014,May,Mayo,New Imports,Non electric,1
7141,2014,July,Mayo,New Imports,Non electric,2
7142,2014,September,Mayo,New Imports,Non electric,1
7143,2014,October,Mayo,New Imports,Non electric,1
7144,2014,November,Mayo,New Imports,Non electric,1
7145,2014,January,Mayo,Used Imports,Non electric,197
7146,2014,February,Mayo,Used Imports,Non electric,173
7147,2014,March,Mayo,Used Imports,Non electric,202
7148,2014,April,Mayo,Used Imports,Non electric,190
7149,2014,May,Mayo,Used Imports,Non electric,195
7150,2014,June,Mayo,Used Imports,Non electric,161
7151,2014,July,Mayo,Used Imports,Non electric,172
7152,2014,August,Mayo,Used Imports,Non electric,177
7153,2014,September,Mayo,Used Imports,Non electric,158
7154,2014,October,Mayo,Used Imports,Non electric,201
7155,2014,November,Mayo,Used Imports,Non electric,163
7156,2014,December,Mayo,Used Imports,Non electric,129
7157,2014,November,Mayo,Used Imports,Electric,1
7158,2014,January,Mayo,New Irish Registrations,Hybrid,1
7159,2014,February,Mayo,New Irish Registrations,Hybrid,1
7160,2014,March,Mayo,New Irish Registrations,Hybrid,1
7161,2014,April,Mayo,New Irish Registrations,Hybrid,1
7162,2014,July,Mayo,New Irish Registrations,Hybrid,1
7163,2014,August,Mayo,New Irish Registrations,Hybrid,1
7164,2014,September,Mayo,New Irish Registrations,Hybrid,1
7165,2014,October,Mayo,New Irish Registrations,Hybrid,1
7166,2014,February,Mayo,Used Imports,Hybrid,1
7167,2014,March,Mayo,Used Imports,Hybrid,1
7168,2014,May,Mayo,Used Imports,Hybrid,2
7169,2014,July,Mayo,Used Imports,Hybrid,1
7170,2014,November,Mayo,Used Imports,Hybrid,1
7171,2014,January,Roscommon,New Irish Registrations,Non electric,257
7172,2014,February,Roscommon,New Irish Registrations,Non electric,139
7173,2014,March,Roscommon,New Irish Registrations,Non electric,125
7174,2014,April,Roscommon,New Irish Registrations,Non electric,63
7175,2014,May,Roscommon,New Irish Registrations,Non electric,65
7176,2014,June,Roscommon,New Irish Registrations,Non electric,8
7177,2014,July,Roscommon,New Irish Registrations,Non electric,150
7178,2014,August,Roscommon,New Irish Registrations,Non electric,36
7179,2014,September,Roscommon,New Irish Registrations,Non electric,31
7180,2014,October,Roscommon,New Irish Registrations,Non electric,25
7181,2014,November,Roscommon,New Irish Registrations,Non electric,5
7182,2014,December,Roscommon,New Irish Registrations,Non electric,10
7183,2014,January,Roscommon,New Imports,Non electric,1
7184,2014,July,Roscommon,New Imports,Non electric,1
7185,2014,August,Roscommon,New Imports,Non electric,1
7186,2014,October,Roscommon,New Imports,Non electric,1
7187,2014,January,Roscommon,Used Imports,Non electric,73
7188,2014,February,Roscommon,Used Imports,Non electric,78
7189,2014,March,Roscommon,Used Imports,Non electric,107
7190,2014,April,Roscommon,Used Imports,Non electric,81
7191,2014,May,Roscommon,Used Imports,Non electric,92
7192,2014,June,Roscommon,Used Imports,Non electric,78
7193,2014,July,Roscommon,Used Imports,Non electric,80
7194,2014,August,Roscommon,Used Imports,Non electric,76
7195,2014,September,Roscommon,Used Imports,Non electric,79
7196,2014,October,Roscommon,Used Imports,Non electric,68
7197,2014,November,Roscommon,Used Imports,Non electric,80
7198,2014,December,Roscommon,Used Imports,Non electric,48
7199,2014,June,Roscommon,Used Imports,Electric,1
7200,2014,January,Roscommon,New Irish Registrations,Hybrid,3
7201,2014,February,Roscommon,New Irish Registrations,Hybrid,4
7202,2014,March,Roscommon,New Irish Registrations,Hybrid,1
7203,2014,May,Roscommon,New Irish Registrations,Hybrid,1
7204,2014,October,Roscommon,Used Imports,Hybrid,1
7205,2014,November,Roscommon,Used Imports,Hybrid,1
7206,2014,January,Sligo,New Irish Registrations,Non electric,233
7207,2014,February,Sligo,New Irish Registrations,Non electric,100
7208,2014,March,Sligo,New Irish Registrations,Non electric,107
7209,2014,April,Sligo,New Irish Registrations,Non electric,66
7210,2014,May,Sligo,New Irish Registrations,Non electric,67
7211,2014,June,Sligo,New Irish Registrations,Non electric,12
7212,2014,July,Sligo,New Irish Registrations,Non electric,173
7213,2014,August,Sligo,New Irish Registrations,Non electric,48
7214,2014,September,Sligo,New Irish Registrations,Non electric,37
7215,2014,October,Sligo,New Irish Registrations,Non electric,20
7216,2014,November,Sligo,New Irish Registrations,Non electric,9
7217,2014,December,Sligo,New Irish Registrations,Non electric,1
7218,2014,January,Sligo,New Imports,Non electric,3
7219,2014,May,Sligo,New Imports,Non electric,1
7220,2014,November,Sligo,New Imports,Non electric,1
7221,2014,January,Sligo,Used Imports,Non electric,93
7222,2014,February,Sligo,Used Imports,Non electric,67
7223,2014,March,Sligo,Used Imports,Non electric,98
7224,2014,April,Sligo,Used Imports,Non electric,98
7225,2014,May,Sligo,Used Imports,Non electric,77
7226,2014,June,Sligo,Used Imports,Non electric,65
7227,2014,July,Sligo,Used Imports,Non electric,85
7228,2014,August,Sligo,Used Imports,Non electric,82
7229,2014,September,Sligo,Used Imports,Non electric,65
7230,2014,October,Sligo,Used Imports,Non electric,76
7231,2014,November,Sligo,Used Imports,Non electric,53
7232,2014,December,Sligo,Used Imports,Non electric,45
7233,2014,January,Sligo,New Irish Registrations,Hybrid,1
7234,2014,February,Sligo,New Irish Registrations,Hybrid,3
7235,2014,April,Sligo,New Irish Registrations,Hybrid,1
7236,2014,May,Sligo,New Irish Registrations,Hybrid,1
7237,2014,July,Sligo,New Irish Registrations,Hybrid,2
7238,2014,August,Sligo,New Irish Registrations,Hybrid,1
7239,2014,September,Sligo,New Irish Registrations,Hybrid,1
7240,2014,February,Sligo,Used Imports,Hybrid,1
7241,2014,July,Sligo,Used Imports,Hybrid,1
7242,2014,October,Sligo,Used Imports,Hybrid,1
7243,2014,January,Carlow,New Irish Registrations,Non electric,317
7244,2014,February,Carlow,New Irish Registrations,Non electric,157
7245,2014,March,Carlow,New Irish Registrations,Non electric,207
7246,2014,April,Carlow,New Irish Registrations,Non electric,69
7247,2014,May,Carlow,New Irish Registrations,Non electric,74
7248,2014,June,Carlow,New Irish Registrations,Non electric,14
7249,2014,July,Carlow,New Irish Registrations,Non electric,229
7250,2014,August,Carlow,New Irish Registrations,Non electric,52
7251,2014,September,Carlow,New Irish Registrations,Non electric,34
7252,2014,October,Carlow,New Irish Registrations,Non electric,23
7253,2014,November,Carlow,New Irish Registrations,Non electric,3
7254,2014,December,Carlow,New Irish Registrations,Non electric,7
7255,2014,January,Carlow,New Imports,Non electric,3
7256,2014,February,Carlow,New Imports,Non electric,3
7257,2014,January,Carlow,Used Imports,Non electric,44
7258,2014,February,Carlow,Used Imports,Non electric,63
7259,2014,March,Carlow,Used Imports,Non electric,38
7260,2014,April,Carlow,Used Imports,Non electric,50
7261,2014,May,Carlow,Used Imports,Non electric,38
7262,2014,June,Carlow,Used Imports,Non electric,41
7263,2014,July,Carlow,Used Imports,Non electric,46
7264,2014,August,Carlow,Used Imports,Non electric,35
7265,2014,September,Carlow,Used Imports,Non electric,45
7266,2014,October,Carlow,Used Imports,Non electric,40
7267,2014,November,Carlow,Used Imports,Non electric,34
7268,2014,December,Carlow,Used Imports,Non electric,37
7269,2014,February,Carlow,New Irish Registrations,Electric,2
7270,2014,September,Carlow,New Irish Registrations,Electric,1
7271,2014,October,Carlow,New Irish Registrations,Electric,1
7272,2014,February,Carlow,New Irish Registrations,Hybrid,1
7273,2014,March,Carlow,New Irish Registrations,Hybrid,1
7274,2014,July,Carlow,New Irish Registrations,Hybrid,1
7275,2014,August,Carlow,New Irish Registrations,Hybrid,1
7276,2014,July,Carlow,Used Imports,Hybrid,1
7277,2014,January,Dublin,New Irish Registrations,Non electric,7346
7278,2014,February,Dublin,New Irish Registrations,Non electric,4844
7279,2014,March,Dublin,New Irish Registrations,Non electric,5630
7280,2014,April,Dublin,New Irish Registrations,Non electric,3364
7281,2014,May,Dublin,New Irish Registrations,Non electric,2739
7282,2014,June,Dublin,New Irish Registrations,Non electric,731
7283,2014,July,Dublin,New Irish Registrations,Non electric,8442
7284,2014,August,Dublin,New Irish Registrations,Non electric,2053
7285,2014,September,Dublin,New Irish Registrations,Non electric,1747
7286,2014,October,Dublin,New Irish Registrations,Non electric,898
7287,2014,November,Dublin,New Irish Registrations,Non electric,417
7288,2014,December,Dublin,New Irish Registrations,Non electric,265
7289,2014,January,Dublin,New Imports,Non electric,7
7290,2014,February,Dublin,New Imports,Non electric,5
7291,2014,March,Dublin,New Imports,Non electric,2
7292,2014,April,Dublin,New Imports,Non electric,2
7293,2014,May,Dublin,New Imports,Non electric,1
7294,2014,June,Dublin,New Imports,Non electric,4
7295,2014,July,Dublin,New Imports,Non electric,8
7296,2014,August,Dublin,New Imports,Non electric,3
7297,2014,September,Dublin,New Imports,Non electric,6
7298,2014,October,Dublin,New Imports,Non electric,3
7299,2014,November,Dublin,New Imports,Non electric,1
7300,2014,December,Dublin,New Imports,Non electric,3
7301,2014,January,Dublin,Used Imports,Non electric,1151
7302,2014,February,Dublin,Used Imports,Non electric,1182
7303,2014,March,Dublin,Used Imports,Non electric,1149
7304,2014,April,Dublin,Used Imports,Non electric,1146
7305,2014,May,Dublin,Used Imports,Non electric,1297
7306,2014,June,Dublin,Used Imports,Non electric,1085
7307,2014,July,Dublin,Used Imports,Non electric,1254
7308,2014,August,Dublin,Used Imports,Non electric,1115
7309,2014,September,Dublin,Used Imports,Non electric,1042
7310,2014,October,Dublin,Used Imports,Non electric,1061
7311,2014,November,Dublin,Used Imports,Non electric,975
7312,2014,December,Dublin,Used Imports,Non electric,723
7313,2014,January,Dublin,New Irish Registrations,Electric,27
7314,2014,February,Dublin,New Irish Registrations,Electric,6
7315,2014,March,Dublin,New Irish Registrations,Electric,7
7316,2014,April,Dublin,New Irish Registrations,Electric,2
7317,2014,May,Dublin,New Irish Registrations,Electric,3
7318,2014,July,Dublin,New Irish Registrations,Electric,17
7319,2014,August,Dublin,New Irish Registrations,Electric,10
7320,2014,September,Dublin,New Irish Registrations,Electric,11
7321,2014,October,Dublin,New Irish Registrations,Electric,4
7322,2014,November,Dublin,New Irish Registrations,Electric,1
7323,2014,August,Dublin,New Imports,Electric,2
7324,2014,January,Dublin,Used Imports,Electric,1
7325,2014,February,Dublin,Used Imports,Electric,2
7326,2014,March,Dublin,Used Imports,Electric,3
7327,2014,May,Dublin,Used Imports,Electric,3
7328,2014,June,Dublin,Used Imports,Electric,2
7329,2014,July,Dublin,Used Imports,Electric,1
7330,2014,August,Dublin,Used Imports,Electric,1
7331,2014,October,Dublin,Used Imports,Electric,2
7332,2014,November,Dublin,Used Imports,Electric,3
7333,2014,January,Dublin,New Irish Registrations,Hybrid,154
7334,2014,February,Dublin,New Irish Registrations,Hybrid,59
7335,2014,March,Dublin,New Irish Registrations,Hybrid,77
7336,2014,April,Dublin,New Irish Registrations,Hybrid,54
7337,2014,May,Dublin,New Irish Registrations,Hybrid,42
7338,2014,June,Dublin,New Irish Registrations,Hybrid,21
7339,2014,July,Dublin,New Irish Registrations,Hybrid,64
7340,2014,August,Dublin,New Irish Registrations,Hybrid,43
7341,2014,September,Dublin,New Irish Registrations,Hybrid,26
7342,2014,October,Dublin,New Irish Registrations,Hybrid,22
7343,2014,November,Dublin,New Irish Registrations,Hybrid,9
7344,2014,September,Dublin,New Imports,Hybrid,1
7345,2014,January,Dublin,Used Imports,Hybrid,31
7346,2014,February,Dublin,Used Imports,Hybrid,23
7347,2014,March,Dublin,Used Imports,Hybrid,19
7348,2014,April,Dublin,Used Imports,Hybrid,29
7349,2014,May,Dublin,Used Imports,Hybrid,28
7350,2014,June,Dublin,Used Imports,Hybrid,24
7351,2014,July,Dublin,Used Imports,Hybrid,35
7352,2014,August,Dublin,Used Imports,Hybrid,27
7353,2014,September,Dublin,Used Imports,Hybrid,16
7354,2014,October,Dublin,Used Imports,Hybrid,15
7355,2014,November,Dublin,Used Imports,Hybrid,14
7356,2014,December,Dublin,Used Imports,Hybrid,20
7357,2014,January,Kildare,New Irish Registrations,Non electric,1083
7358,2014,February,Kildare,New Irish Registrations,Non electric,482
7359,2014,March,Kildare,New Irish Registrations,Non electric,542
7360,2014,April,Kildare,New Irish Registrations,Non electric,223
7361,2014,May,Kildare,New Irish Registrations,Non electric,278
7362,2014,June,Kildare,New Irish Registrations,Non electric,61
7363,2014,July,Kildare,New Irish Registrations,Non electric,682
7364,2014,August,Kildare,New Irish Registrations,Non electric,195
7365,2014,September,Kildare,New Irish Registrations,Non electric,144
7366,2014,October,Kildare,New Irish Registrations,Non electric,72
7367,2014,November,Kildare,New Irish Registrations,Non electric,25
7368,2014,December,Kildare,New Irish Registrations,Non electric,2
7369,2014,January,Kildare,New Imports,Non electric,3
7370,2014,February,Kildare,New Imports,Non electric,2
7371,2014,April,Kildare,New Imports,Non electric,1
7372,2014,August,Kildare,New Imports,Non electric,1
7373,2014,November,Kildare,New Imports,Non electric,1
7374,2014,December,Kildare,New Imports,Non electric,2
7375,2014,January,Kildare,Used Imports,Non electric,205
7376,2014,February,Kildare,Used Imports,Non electric,194
7377,2014,March,Kildare,Used Imports,Non electric,171
7378,2014,April,Kildare,Used Imports,Non electric,175
7379,2014,May,Kildare,Used Imports,Non electric,189
7380,2014,June,Kildare,Used Imports,Non electric,160
7381,2014,July,Kildare,Used Imports,Non electric,181
7382,2014,August,Kildare,Used Imports,Non electric,144
7383,2014,September,Kildare,Used Imports,Non electric,176
7384,2014,October,Kildare,Used Imports,Non electric,149
7385,2014,November,Kildare,Used Imports,Non electric,166
7386,2014,December,Kildare,Used Imports,Non electric,106
7387,2014,January,Kildare,New Irish Registrations,Electric,3
7388,2014,March,Kildare,New Irish Registrations,Electric,3
7389,2014,May,Kildare,New Irish Registrations,Electric,1
7390,2014,July,Kildare,New Irish Registrations,Electric,3
7391,2014,August,Kildare,New Irish Registrations,Electric,3
7392,2014,November,Kildare,New Irish Registrations,Electric,1
7393,2014,April,Kildare,Used Imports,Electric,1
7394,2014,September,Kildare,Used Imports,Electric,1
7395,2014,October,Kildare,Used Imports,Electric,1
7396,2014,November,Kildare,Used Imports,Electric,1
7397,2014,December,Kildare,Used Imports,Electric,1
7398,2014,January,Kildare,New Irish Registrations,Hybrid,14
7399,2014,February,Kildare,New Irish Registrations,Hybrid,5
7400,2014,March,Kildare,New Irish Registrations,Hybrid,4
7401,2014,April,Kildare,New Irish Registrations,Hybrid,1
7402,2014,May,Kildare,New Irish Registrations,Hybrid,1
7403,2014,August,Kildare,New Irish Registrations,Hybrid,1
7404,2014,September,Kildare,New Irish Registrations,Hybrid,2
7405,2014,October,Kildare,New Irish Registrations,Hybrid,1
7406,2014,January,Kildare,Used Imports,Hybrid,3
7407,2014,February,Kildare,Used Imports,Hybrid,2
7408,2014,March,Kildare,Used Imports,Hybrid,1
7409,2014,April,Kildare,Used Imports,Hybrid,1
7410,2014,May,Kildare,Used Imports,Hybrid,1
7411,2014,June,Kildare,Used Imports,Hybrid,3
7412,2014,August,Kildare,Used Imports,Hybrid,1
7413,2014,September,Kildare,Used Imports,Hybrid,1
7414,2014,October,Kildare,Used Imports,Hybrid,3
7415,2014,November,Kildare,Used Imports,Hybrid,2
7416,2014,December,Kildare,Used Imports,Hybrid,1
7417,2014,January,Kilkenny,New Irish Registrations,Non electric,546
7418,2014,February,Kilkenny,New Irish Registrations,Non electric,248
7419,2014,March,Kilkenny,New Irish Registrations,Non electric,292
7420,2014,April,Kilkenny,New Irish Registrations,Non electric,120
7421,2014,May,Kilkenny,New Irish Registrations,Non electric,99
7422,2014,June,Kilkenny,New Irish Registrations,Non electric,25
7423,2014,July,Kilkenny,New Irish Registrations,Non electric,368
7424,2014,August,Kilkenny,New Irish Registrations,Non electric,69
7425,2014,September,Kilkenny,New Irish Registrations,Non electric,70
7426,2014,October,Kilkenny,New Irish Registrations,Non electric,29
7427,2014,November,Kilkenny,New Irish Registrations,Non electric,8
7428,2014,December,Kilkenny,New Irish Registrations,Non electric,1
7429,2014,January,Kilkenny,New Imports,Non electric,1
7430,2014,March,Kilkenny,New Imports,Non electric,1
7431,2014,January,Kilkenny,Used Imports,Non electric,78
7432,2014,February,Kilkenny,Used Imports,Non electric,65
7433,2014,March,Kilkenny,Used Imports,Non electric,72
7434,2014,April,Kilkenny,Used Imports,Non electric,78
7435,2014,May,Kilkenny,Used Imports,Non electric,70
7436,2014,June,Kilkenny,Used Imports,Non electric,50
7437,2014,July,Kilkenny,Used Imports,Non electric,79
7438,2014,August,Kilkenny,Used Imports,Non electric,81
7439,2014,September,Kilkenny,Used Imports,Non electric,63
7440,2014,October,Kilkenny,Used Imports,Non electric,63
7441,2014,November,Kilkenny,Used Imports,Non electric,61
7442,2014,December,Kilkenny,Used Imports,Non electric,53
7443,2014,January,Kilkenny,New Irish Registrations,Electric,1
7444,2014,June,Kilkenny,New Irish Registrations,Electric,1
7445,2014,July,Kilkenny,New Irish Registrations,Electric,1
7446,2014,January,Kilkenny,New Irish Registrations,Hybrid,2
7447,2014,February,Kilkenny,New Irish Registrations,Hybrid,1
7448,2014,March,Kilkenny,New Irish Registrations,Hybrid,1
7449,2014,April,Kilkenny,New Irish Registrations,Hybrid,1
7450,2014,May,Kilkenny,New Irish Registrations,Hybrid,1
7451,2014,July,Kilkenny,New Irish Registrations,Hybrid,1
7452,2014,August,Kilkenny,New Irish Registrations,Hybrid,2
7453,2014,September,Kilkenny,New Irish Registrations,Hybrid,1
7454,2014,January,Kilkenny,Used Imports,Hybrid,1
7455,2014,January,Longford,New Irish Registrations,Non electric,125
7456,2014,February,Longford,New Irish Registrations,Non electric,64
7457,2014,March,Longford,New Irish Registrations,Non electric,61
7458,2014,April,Longford,New Irish Registrations,Non electric,24
7459,2014,May,Longford,New Irish Registrations,Non electric,32
7460,2014,June,Longford,New Irish Registrations,Non electric,5
7461,2014,July,Longford,New Irish Registrations,Non electric,80
7462,2014,August,Longford,New Irish Registrations,Non electric,27
7463,2014,September,Longford,New Irish Registrations,Non electric,18
7464,2014,October,Longford,New Irish Registrations,Non electric,6
7465,2014,November,Longford,New Irish Registrations,Non electric,1
7466,2014,March,Longford,New Imports,Non electric,1
7467,2014,January,Longford,Used Imports,Non electric,64
7468,2014,February,Longford,Used Imports,Non electric,63
7469,2014,March,Longford,Used Imports,Non electric,63
7470,2014,April,Longford,Used Imports,Non electric,77
7471,2014,May,Longford,Used Imports,Non electric,86
7472,2014,June,Longford,Used Imports,Non electric,60
7473,2014,July,Longford,Used Imports,Non electric,62
7474,2014,August,Longford,Used Imports,Non electric,50
7475,2014,September,Longford,Used Imports,Non electric,58
7476,2014,October,Longford,Used Imports,Non electric,62
